cancer_type	cancer_type_code	drug	gene	proximal_cancer_genes	label	type_alt	genomic_element	samples_mut_treatment	freq_t	samples_mut_control	freq_c	qvalue	log_qvalue	log2(odds_ratio)	significant	annotated	representative_mech	is_treatment_exclusive	is_TED	Literature	comment	is_subtype	found_in_subtype	is_target_treatment
Ovarian serous adenocarcinoma	OV	Taxane	RB1		RB1 - Taxane (OV)	coding mutations		5	0.06172839506172839	5	0.045454545454545456	0.9885414707290175	0.005005106693268697	0.4673618629012154	False	False	False	True	False			False	False	False
Ovarian serous adenocarcinoma	OV	Platinum	RB1		RB1 - Platinum (OV)	coding mutations		5	0.058823529411764705	5	0.045454545454545456	0.9885414707290175	0.005005106693268697	0.3934162004715447	False	False	False	True	False			False	False	False
Colorectal cancer MSS	COREAD_MSS	Anti_VEGF	ZFP36L2		ZFP36L2 - Anti VEGF (COREAD MSS)	coding mutations		18	0.09375	3	0.07142857142857142	0.9885414707290175	0.005005106693268697	0.4284935983162325	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Anti_VEGF	ATM		ATM - Anti VEGF (COREAD MSS)	coding mutations		20	0.10416666666666667	5	0.11904761904761904	0.9885414707290175	0.005005106693268697	-0.21513571699793874	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Topoisomerase_inhibitor	TCF7L2		TCF7L2 - Topoisomerase inhibitor (COREAD MSS)	coding mutations		14	0.10606060606060606	3	0.07142857142857142	0.9885414707290175	0.005005106693268697	0.6260866614501422	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Platinum	KRAS		KRAS - Platinum (COREAD MSS)	coding mutations		126	0.4684014869888476	21	0.5	0.9885414707290175	0.005005106693268697	-0.18095499733223425	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Platinum	AMER1		AMER1 - Platinum (COREAD MSS)	coding mutations		24	0.08921933085501858	4	0.09523809523809523	0.9885414707290175	0.005005106693268697	-0.1021984927607981	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Platinum	ZFP36L2		ZFP36L2 - Platinum (COREAD MSS)	coding mutations		26	0.09665427509293681	3	0.07142857142857142	0.9885414707290175	0.005005106693268697	0.4771037638451556	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Platinum	TCF7L2		TCF7L2 - Platinum (COREAD MSS)	coding mutations		17	0.06319702602230483	3	0.07142857142857142	0.9885414707290175	0.005005106693268697	-0.18773323727739605	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Pyrimidine_antagonist	AMER1		AMER1 - Pyrimidine antagonist (COREAD MSS)	coding mutations		26	0.08524590163934426	4	0.09523809523809523	0.9885414707290175	0.005005106693268697	-0.17412539701436416	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Pyrimidine_antagonist	TCF7L2		TCF7L2 - Pyrimidine antagonist (COREAD MSS)	coding mutations		20	0.06557377049180328	3	0.07142857142857142	0.9885414707290175	0.005005106693268697	-0.13086974641034804	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2+	BRCA_HER2pos	Aromatase_inhibitor	PIK3CA		PIK3CA - Aromatase inhibitor (BRCA HER2pos)	coding mutations		18	0.45	7	0.3888888888888889	0.9885414707290175	0.005005106693268697	0.4307549696104607	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2+	BRCA_HER2pos	Anthracycline	PIK3CA		PIK3CA - Anthracycline (BRCA HER2pos)	coding mutations		16	0.47058823529411764	7	0.3888888888888889	0.9885414707290175	0.005005106693268697	0.4831841640996858	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2+	BRCA_HER2pos	Anthracycline	TP53		TP53 - Anthracycline (BRCA HER2pos)	coding mutations		17	0.5	10	0.5555555555555556	0.9885414707290175	0.005005106693268697	-0.3201258522533769	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2+	BRCA_HER2pos	Selective_ER_modulator	PIK3CA		PIK3CA - Selective ER modulator (BRCA HER2pos)	coding mutations		20	0.45454545454545453	7	0.3888888888888889	0.9885414707290175	0.005005106693268697	0.4514982397368314	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2+	BRCA_HER2pos	Pyrimidine_antagonist	TP53		TP53 - Pyrimidine antagonist (BRCA HER2pos)	coding mutations		9	0.45	10	0.5555555555555556	0.9885414707290175	0.005005106693268697	-0.4719288354212646	False	False	False	False	False			True	False	False
Colorectal carcinoma	COREAD	Anti_VEGF	AMER1		AMER1 - Anti VEGF (COREAD)	coding mutations		21	0.1076923076923077	4	0.0784313725490196	0.9885414707290175	0.005005106693268697	0.3594950197249131	False	False	False	False	False			False	True	False
Colorectal carcinoma	COREAD	Anti_VEGF	ARID1A		ARID1A - Anti VEGF (COREAD)	coding mutations		17	0.08717948717948718	5	0.09803921568627451	0.9885414707290175	0.005005106693268697	-0.33452453643861857	False	False	False	False	False			False	True	False
Colorectal carcinoma	COREAD	Topoisomerase_inhibitor	ZFP36L2		ZFP36L2 - Topoisomerase inhibitor (COREAD)	coding mutations		16	0.11764705882352941	4	0.0784313725490196	0.9885414707290175	0.005005106693268697	0.5106873392314171	False	False	False	False	False			False	True	False
Colorectal carcinoma	COREAD	Topoisomerase_inhibitor	TCF7L2		TCF7L2 - Topoisomerase inhibitor (COREAD)	coding mutations		15	0.11029411764705882	6	0.11764705882352941	0.9885414707290175	0.005005106693268697	-0.24924578712511705	False	False	False	False	False			False	True	False
Colorectal carcinoma	COREAD	Pyrimidine_antagonist	NRAS		NRAS - Pyrimidine antagonist (COREAD)	coding mutations		18	0.05732484076433121	3	0.058823529411764705	0.9885414707290175	0.005005106693268697	-0.17696540911458228	False	False	False	False	False			False	False	False
Colorectal carcinoma	COREAD	Pyrimidine_antagonist	ARID1A		ARID1A - Pyrimidine antagonist (COREAD)	coding mutations		29	0.09235668789808917	5	0.09803921568627451	0.9885414707290175	0.005005106693268697	-0.23911763919335255	False	False	False	False	False			False	False	False
Colorectal carcinoma	COREAD	Platinum	NAALADL2		NAALADL2 - Platinum (COREAD)	Del		16	0.058394160583941604	2	0.0392156862745098	0.99076771215426	0.0040281549543087145	0.601844686167181	False	False	False	True	False			False	False	False
Prostate carcinoma	PRAD	Anti_AR__GnRH	KDM6A		KDM6A - Anti AR  GnRH (PRAD)	coding mutations		14	0.043209876543209874	5	0.032679738562091505	0.9915383489775615	0.003690484255182863	0.41983462020943796	False	False	False	True	False			False	False	False
Ovarian serous adenocarcinoma	OV	Platinum	RPL21P122		NF1 - Platinum (OV)	Del		3	0.03529411764705882	1	0.00909090909090909	0.993245168029142	0.0029435390371449852	1.9858784356694201	False	False	False	True	False			False	False	False
Ovarian serous adenocarcinoma	OV	Taxane	ZCCHC24		ZCCHC24 - Taxane (OV)	Amp		3	0.037037037037037035	1	0.00909090909090909	0.993245168029142	0.0029435390371449852	2.05736854910456	False	False	False	True	False			False	False	False
Ovarian serous adenocarcinoma	OV	Pyrimidine_antagonist	SYN3		SYN3 - Pyrimidine antagonist (OV)	Del		1	0.041666666666666664	1	0.00909090909090909	0.993245168029142	0.0029435390371449852	2.23363828377188	False	False	False	True	False			False	False	False
Ovarian serous adenocarcinoma	OV	Anti_VEGF	ZMIZ1		ZMIZ1 - Anti VEGF (OV)	Amp		1	0.045454545454545456	1	0.00909090909090909	0.993245168029142	0.0029435390371449852	2.34893591943619	False	False	False	True	False			False	False	False
Colorectal carcinoma	COREAD	Pyrimidine_antagonist	ENSG00000184564_SLITRK6		SLITRK6 [proximal promoters] - Pyrimidine antagonist (COREAD)	non-coding mutation	proximal_promoters	15	0.04777070063694268	1	0.0196078431372549	0.9932574264920327	0.002938179081608178	1.3324852210499103	False	False	False	True	False			False	False	False
Colorectal carcinoma	COREAD	Pyrimidine_antagonist	HUS1		HUS1 - Pyrimidine antagonist (COREAD)	Amp		21	0.06687898089171974	2	0.0392156862745098	0.9941589437698921	0.002544176081706373	0.810404100878922	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	CDK4__6_inhibitor	MAP3K1		MAP3K1 - CDK4  6 inhibitor (BRCA)	coding mutations		7	0.10294117647058823	18	0.08955223880597014	0.998492396701636	0.0006552378369400407	0.2236284874188197	False	False	False	False	False			False	True	False
Colorectal cancer MSS	COREAD_MSS	Platinum	ENSG00000285953_AC000120.4		AC000120.4 [5utr] - Platinum (COREAD MSS)	non-coding mutation	5utr	9	0.03345724907063197	0	0.0	0.9986943765506564	0.00056739554260984	1.4959043494593396	False	False	False	True	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Platinum	ENSG00000184564_SLITRK6		SLITRK6 [proximal promoters] - Platinum (COREAD MSS)	non-coding mutation	proximal_promoters	14	0.05204460966542751	1	0.023809523809523808	0.9986943765506564	0.00056739554260984	1.1769484806959356	False	False	False	True	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Platinum	ENSG00000141510_TP53		TP53 [splice sites] - Platinum (COREAD MSS)	non-coding mutation	splice_sites	25	0.09293680297397769	2	0.047619047619047616	0.9986943765506564	0.00056739554260984	1.0420701761238471	False	False	False	True	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Platinum	ENSG00000188906_LRRK2		LRRK2 [splice sites] - Platinum (COREAD MSS)	non-coding mutation	splice_sites	25	0.09293680297397769	1	0.023809523809523808	0.9986943765506564	0.00056739554260984	2.074101093580465	False	False	False	True	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Pyrimidine_antagonist	ENSG00000285953_AC000120.4		AC000120.4 [5utr] - Pyrimidine antagonist (COREAD MSS)	non-coding mutation	5utr	10	0.03278688524590164	0	0.0	0.9986943765506564	0.00056739554260984	1.4668089550551806	False	False	False	True	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Pyrimidine_antagonist	ENSG00000184564_SLITRK6		SLITRK6 [proximal promoters] - Pyrimidine antagonist (COREAD MSS)	non-coding mutation	proximal_promoters	15	0.04918032786885246	1	0.023809523809523808	0.9986943765506564	0.00056739554260984	1.091320473200705	False	False	False	True	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Pyrimidine_antagonist	ENSG00000141510_TP53		TP53 [splice sites] - Pyrimidine antagonist (COREAD MSS)	non-coding mutation	splice_sites	27	0.08852459016393442	2	0.047619047619047616	0.9986943765506564	0.00056739554260984	0.9652826793105524	False	False	False	True	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Pyrimidine_antagonist	ENSG00000134982_APC		APC [splice sites] - Pyrimidine antagonist (COREAD MSS)	non-coding mutation	splice_sites	20	0.06557377049180328	3	0.07142857142857142	0.9986943765506564	0.00056739554260984	-0.11672218436759055	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Anti_EGFR	ENSG00000141510_TP53		TP53 [splice sites] - Anti EGFR (COREAD MSS)	non-coding mutation	splice_sites	6	0.13953488372093023	2	0.047619047619047616	0.9986943765506564	0.00056739554260984	1.7018786959422672	False	False	False	True	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Anti_EGFR	ENSG00000134982_APC		APC [splice sites] - Anti EGFR (COREAD MSS)	non-coding mutation	splice_sites	6	0.13953488372093023	3	0.07142857142857142	0.9986943765506564	0.00056739554260984	1.0827762262760026	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Topoisomerase_inhibitor	ENSG00000141510_TP53		TP53 [splice sites] - Topoisomerase inhibitor (COREAD MSS)	non-coding mutation	splice_sites	12	0.09090909090909091	2	0.047619047619047616	0.9986943765506564	0.00056739554260984	1.0071955014042038	False	False	False	True	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Anti_VEGF	ENSG00000285953_AC000120.4		AC000120.4 [5utr] - Anti VEGF (COREAD MSS)	non-coding mutation	5utr	7	0.036458333333333336	0	0.0	0.9986943765506564	0.00056739554260984	1.6194130105979367	False	False	False	True	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Anti_VEGF	ENSG00000184564_SLITRK6		SLITRK6 [proximal promoters] - Anti VEGF (COREAD MSS)	non-coding mutation	proximal_promoters	12	0.0625	1	0.023809523809523808	0.9986943765506564	0.00056739554260984	1.4559299299257449	False	False	False	True	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Anti_VEGF	ENSG00000141510_TP53		TP53 [splice sites] - Anti VEGF (COREAD MSS)	non-coding mutation	splice_sites	19	0.09895833333333333	2	0.047619047619047616	0.9986943765506564	0.00056739554260984	1.1417805339428992	False	False	False	True	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Anti_VEGF	ENSG00000134982_APC		APC [splice sites] - Anti VEGF (COREAD MSS)	non-coding mutation	splice_sites	11	0.057291666666666664	3	0.07142857142857142	0.9986943765506564	0.00056739554260984	-0.3218284646921714	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Anti_VEGF	APC		APC - Anti VEGF (COREAD MSS)	coding mutations		164	0.8541666666666666	35	0.8333333333333334	0.9990193901119924	0.00042608240773250064	0.22950003123976326	False	False	False	False	False			True	False	False
Esophageal carcinoma	ESCA	Platinum	SMAD4		SMAD4 - Platinum (ESCA)	coding mutations		8	0.125	13	0.15294117647058825	0.9991979188857116	0.00034847917494659737	-0.33604738384559496	False	False	False	False	False			False	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Anti_AR__GnRH	TP53		TP53 - Anti AR  GnRH (BRCA ERpos)	coding mutations		12	0.19047619047619047	16	0.2	1.0	-0.0	-0.0859307915267587	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Anti_AR__GnRH	GATA3		GATA3 - Anti AR  GnRH (BRCA ERpos)	coding mutations		13	0.20634920634920634	16	0.2	1.0	-0.0	0.05797006863732995	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Anti_AR__GnRH	CDH1		CDH1 - Anti AR  GnRH (BRCA ERpos)	coding mutations		7	0.1111111111111111	10	0.125	1.0	-0.0	-0.19099722506091368	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Aromatase_inhibitor	PIK3CA		PIK3CA - Aromatase inhibitor (BRCA ERpos)	coding mutations		131	0.4548611111111111	36	0.45	1.0	-0.0	0.029722838811576988	False	True	False	False	False	10.1007/s10555-016-9637-x.		True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Aromatase_inhibitor	NCOR1		NCOR1 - Aromatase inhibitor (BRCA ERpos)	coding mutations		14	0.04861111111111111	4	0.05	1.0	-0.0	-0.041264327958026134	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Aromatase_inhibitor	KRTAP5-7		KRTAP5-7 - Aromatase inhibitor (BRCA ERpos)	coding mutations		3	0.010416666666666666	0	0.0	1.0	-0.0	10.380821783940931	False	False	False	True	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Alkaloid	PIK3CA		PIK3CA - Alkaloid (BRCA ERpos)	coding mutations		13	0.4482758620689655	36	0.45	1.0	-0.0	-0.008601611827409362	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Alkaloid	MAP3K1		MAP3K1 - Alkaloid (BRCA ERpos)	coding mutations		4	0.13793103448275862	11	0.1375	1.0	-0.0	0.006673400596591622	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Anti_VEGF	GATA3		GATA3 - Anti VEGF (BRCA ERpos)	coding mutations		5	0.2	16	0.2	1.0	-0.0	0.0014419741739063216	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Anti_VEGF	MAP3K1		MAP3K1 - Anti VEGF (BRCA ERpos)	coding mutations		3	0.12	11	0.1375	1.0	-0.0	-0.2236906359264394	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Taxane	PIK3CA		PIK3CA - Taxane (BRCA ERpos)	coding mutations		106	0.4608695652173913	36	0.45	1.0	-0.0	0.0646109308857478	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Taxane	CDH1		CDH1 - Taxane (BRCA ERpos)	coding mutations		32	0.1391304347826087	10	0.125	1.0	-0.0	0.17927297806614606	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Taxane	PTEN		PTEN - Taxane (BRCA ERpos)	coding mutations		21	0.09130434782608696	6	0.075	1.0	-0.0	0.310612868624528	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Taxane	TBX3		TBX3 - Taxane (BRCA ERpos)	coding mutations		12	0.05217391304347826	4	0.05	1.0	-0.0	0.0660844492914193	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Taxane	GPS2		GPS2 - Taxane (BRCA ERpos)	coding mutations		5	0.021739130434782608	2	0.025	1.0	-0.0	-0.20478718897913095	False	False	False	True	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Taxane	SMAD4		SMAD4 - Taxane (BRCA ERpos)	coding mutations		8	0.034782608695652174	2	0.025	1.0	-0.0	0.4920125204862941	False	False	False	True	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Taxane	MTRNR2L7		MTRNR2L7 - Taxane (BRCA ERpos)	coding mutations		1	0.004347826086956522	0	0.0	1.0	-0.0	11.228818690495881	False	False	False	True	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Alkylating	CDH1		CDH1 - Alkylating (BRCA ERpos)	coding mutations		38	0.14393939393939395	10	0.125	1.0	-0.0	0.236328701086279	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Alkylating	PTEN		PTEN - Alkylating (BRCA ERpos)	coding mutations		24	0.09090909090909091	6	0.075	1.0	-0.0	0.3037320487883865	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Alkylating	GPS2		GPS2 - Alkylating (BRCA ERpos)	coding mutations		7	0.026515151515151516	2	0.025	1.0	-0.0	0.08849009434054883	False	False	False	True	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Anthracycline	PIK3CA		PIK3CA - Anthracycline (BRCA ERpos)	coding mutations		122	0.46037735849056605	36	0.45	1.0	-0.0	0.06175552316599917	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Anthracycline	CDH1		CDH1 - Anthracycline (BRCA ERpos)	coding mutations		38	0.14339622641509434	10	0.125	1.0	-0.0	0.2299645952617765	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Anthracycline	PTEN		PTEN - Anthracycline (BRCA ERpos)	coding mutations		24	0.09056603773584905	6	0.075	1.0	-0.0	0.2977381781797908	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Anthracycline	GPS2		GPS2 - Anthracycline (BRCA ERpos)	coding mutations		7	0.026415094339622643	2	0.025	1.0	-0.0	0.08289266772853347	False	False	False	True	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Anthracycline	AKT1		AKT1 - Anthracycline (BRCA ERpos)	coding mutations		11	0.04150943396226415	3	0.0375	1.0	-0.0	0.15386830290393136	False	False	False	True	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Selective_ER_modulator	CDH1		CDH1 - Selective ER modulator (BRCA ERpos)	coding mutations		46	0.1402439024390244	10	0.125	1.0	-0.0	0.19262845104203524	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Selective_ER_modulator	AKT1		AKT1 - Selective ER modulator (BRCA ERpos)	coding mutations		16	0.04878048780487805	3	0.0375	1.0	-0.0	0.3975174784617693	False	False	False	True	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Selective_ER_modulator	SMAD4		SMAD4 - Selective ER modulator (BRCA ERpos)	coding mutations		9	0.027439024390243903	2	0.025	1.0	-0.0	0.13922517837298165	False	False	False	True	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	CDK4__6_inhibitor	GATA3		GATA3 - CDK4  6 inhibitor (BRCA ERpos)	coding mutations		12	0.1935483870967742	16	0.2	1.0	-0.0	-0.057391663888336684	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	mTOR_inhibitor	PIK3CA		PIK3CA - mTOR inhibitor (BRCA ERpos)	coding mutations		24	0.42105263157894735	36	0.45	1.0	-0.0	-0.16830288179262853	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	mTOR_inhibitor	TP53		TP53 - mTOR inhibitor (BRCA ERpos)	coding mutations		10	0.17543859649122806	16	0.2	1.0	-0.0	-0.2309665852482079	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	mTOR_inhibitor	MAP3K1		MAP3K1 - mTOR inhibitor (BRCA ERpos)	coding mutations		8	0.14035087719298245	11	0.1375	1.0	-0.0	0.03579102522920393	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	mTOR_inhibitor	PTEN		PTEN - mTOR inhibitor (BRCA ERpos)	coding mutations		5	0.08771929824561403	6	0.075	1.0	-0.0	0.247195271866749	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	mTOR_inhibitor	CDH1		CDH1 - mTOR inhibitor (BRCA ERpos)	coding mutations		7	0.12280701754385964	10	0.125	1.0	-0.0	-0.027674958442848348	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Platinum	PIK3CA		PIK3CA - Platinum (BRCA ERpos)	coding mutations		11	0.4074074074074074	36	0.45	1.0	-0.0	-0.2493458586703421	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Microtubule_inhibitor	PIK3CA		PIK3CA - Microtubule inhibitor (BRCA ERpos)	coding mutations		7	0.4666666666666667	36	0.45	1.0	-0.0	0.09820992248257776	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Folate_antagonist	MAP3K1		MAP3K1 - Folate antagonist (BRCA ERpos)	coding mutations		4	0.15384615384615385	11	0.1375	1.0	-0.0	0.19092563699533785	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Pyrimidine_antagonist	PTEN		PTEN - Pyrimidine antagonist (BRCA ERpos)	coding mutations		18	0.08490566037735849	6	0.075	1.0	-0.0	0.19576320712685455	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Pyrimidine_antagonist	GPS2		GPS2 - Pyrimidine antagonist (BRCA ERpos)	coding mutations		6	0.02830188679245283	2	0.025	1.0	-0.0	0.18513369854748069	False	False	False	True	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Pyrimidine_antagonist	AKT1		AKT1 - Pyrimidine antagonist (BRCA ERpos)	coding mutations		10	0.04716981132075472	3	0.0375	1.0	-0.0	0.34667562528203755	False	False	False	True	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Pyrimidine_antagonist	SMAD4		SMAD4 - Pyrimidine antagonist (BRCA ERpos)	coding mutations		5	0.02358490566037736	2	0.025	1.0	-0.0	-0.08462597976122664	False	False	False	True	False			True	False	False
Pancreas carcinoma	PAAD	Platinum	KRAS		KRAS - Platinum (PAAD)	coding mutations		9	0.9	196	0.8990825688073395	1.0	-0.0	0.016074191945793057	False	False	False	False	False			False	False	False
Pancreas carcinoma	PAAD	Platinum	TP53		TP53 - Platinum (PAAD)	coding mutations		8	0.8	168	0.7706422018348624	1.0	-0.0	0.2527501221323515	False	False	False	False	False			False	False	False
Esophageal carcinoma	ESCA	Platinum	CDKN2A.p16INK4a		CDKN2A.p16INK4a - Platinum (ESCA)	coding mutations		11	0.171875	14	0.16470588235294117	1.0	-0.0	0.07527336348027469	False	False	False	False	False			False	False	False
Esophageal carcinoma	ESCA	Platinum	MUC6		MUC6 - Platinum (ESCA)	coding mutations		12	0.1875	15	0.17647058823529413	1.0	-0.0	0.10825422771816992	False	False	False	False	False			False	False	False
Esophageal carcinoma	ESCA	Taxane	ARID1A		ARID1A - Taxane (ESCA)	coding mutations		8	0.17777777777777778	14	0.16470588235294117	1.0	-0.0	0.1342539294812149	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	Anti_AR__GnRH	MAP3K1		MAP3K1 - Anti AR  GnRH (BRCA)	coding mutations		7	0.08974358974358974	18	0.08955223880597014	1.0	-0.0	0.004821238263000813	False	False	False	False	False			False	True	False
Breast carcinoma	BRCA	Aromatase_inhibitor	KMT2C		KMT2C - Aromatase inhibitor (BRCA)	coding mutations		48	0.13559322033898305	27	0.13432835820895522	1.0	-0.0	0.021774846011175648	False	False	False	False	False			False	True	False
Breast carcinoma	BRCA	Aromatase_inhibitor	NCOR1		NCOR1 - Aromatase inhibitor (BRCA)	coding mutations		18	0.05084745762711865	9	0.04477611940298507	1.0	-0.0	0.19820326783835493	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Aromatase_inhibitor	RB1		RB1 - Aromatase inhibitor (BRCA)	coding mutations		12	0.03389830508474576	6	0.029850746268656716	1.0	-0.0	0.19496326693016094	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Aromatase_inhibitor	SMAD2		SMAD2 - Aromatase inhibitor (BRCA)	coding mutations		5	0.014124293785310734	3	0.014925373134328358	1.0	-0.0	-0.07510069572786741	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Alkaloid	TP53		TP53 - Alkaloid (BRCA)	coding mutations		22	0.4583333333333333	99	0.4925373134328358	1.0	-0.0	-0.13976551833944725	False	False	False	False	False			False	True	False
Breast carcinoma	BRCA	Taxane	GATA3		GATA3 - Taxane (BRCA)	coding mutations		45	0.1226158038147139	23	0.11442786069651742	1.0	-0.0	0.1189242366353286	False	False	False	False	False			False	True	False
Breast carcinoma	BRCA	Taxane	KMT2C		KMT2C - Taxane (BRCA)	coding mutations		48	0.1307901907356948	27	0.13432835820895522	1.0	-0.0	-0.03838210731388274	False	False	False	False	False			False	True	False
Breast carcinoma	BRCA	Taxane	AKT1		AKT1 - Taxane (BRCA)	coding mutations		15	0.04087193460490463	8	0.03980099502487562	1.0	-0.0	0.04541907380580005	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Taxane	NCOR1		NCOR1 - Taxane (BRCA)	coding mutations		14	0.03814713896457766	9	0.04477611940298507	1.0	-0.0	-0.23533987933273395	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Alkylating	NCOR1		NCOR1 - Alkylating (BRCA)	coding mutations		16	0.04155844155844156	9	0.04477611940298507	1.0	-0.0	-0.10696988904588016	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Alkylating	AKT1		AKT1 - Alkylating (BRCA)	coding mutations		13	0.033766233766233764	8	0.03980099502487562	1.0	-0.0	-0.240673006127012	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Anthracycline	AKT1		AKT1 - Anthracycline (BRCA)	coding mutations		15	0.03875968992248062	8	0.03980099502487562	1.0	-0.0	-0.03832887938559327	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Anthracycline	NCOR1		NCOR1 - Anthracycline (BRCA)	coding mutations		15	0.03875968992248062	9	0.04477611940298507	1.0	-0.0	-0.21555455731434525	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Selective_ER_modulator	NCOR1		NCOR1 - Selective ER modulator (BRCA)	coding mutations		17	0.04271356783919598	9	0.04477611940298507	1.0	-0.0	-0.06584441181921329	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Selective_ER_modulator	RB1		RB1 - Selective ER modulator (BRCA)	coding mutations		13	0.032663316582914576	6	0.029850746268656716	1.0	-0.0	0.13915566545875874	False	False	False	True	False			False	True	False
